dt,Channel,costs
2019-10-19,TipTop,472.5
2019-10-20,TipTop,472.5
2019-10-21,TipTop,518.0
2019-10-22,TipTop,388.5
2019-10-23,TipTop,322.0
2019-10-24,TipTop,402.5
2019-10-25,TipTop,483.0
2019-10-26,TipTop,563.5
2019-10-27,TipTop,588.0
2019-05-01,YRabbit,8.1
2019-05-02,YRabbit,9.9
2019-05-03,YRabbit,9.0
2019-05-04,YRabbit,15.6
2019-05-05,YRabbit,9.6
2019-05-06,YRabbit,10.5
2019-05-07,YRabbit,9.299999999999999
2019-05-08,YRabbit,12.6
2019-05-09,YRabbit,11.1
2019-05-10,YRabbit,10.5
2019-05-11,YRabbit,11.1
2019-05-12,YRabbit,10.799999999999999
2019-05-13,YRabbit,14.7
2019-05-14,YRabbit,9.0
2019-05-15,YRabbit,6.8999999999999995
2019-05-16,YRabbit,9.0
2019-05-17,YRabbit,6.3
2019-05-18,YRabbit,11.1
2019-05-19,YRabbit,12.299999999999999
2019-05-20,YRabbit,9.6
2019-05-21,YRabbit,12.299999999999999
2019-05-22,YRabbit,6.0
2019-05-23,YRabbit,8.4
2019-05-24,YRabbit,8.4
2019-05-25,YRabbit,10.5
2019-05-26,YRabbit,10.2
2019-05-27,YRabbit,10.2
2019-05-28,YRabbit,7.5
2019-05-29,YRabbit,4.8
2019-05-30,YRabbit,6.6
2019-05-31,YRabbit,7.8
2019-06-01,YRabbit,5.3999999999999995
2019-06-02,YRabbit,7.5
2019-06-03,YRabbit,2.6999999999999997
2019-06-04,YRabbit,3.9
2019-06-05,YRabbit,6.0
2019-06-06,YRabbit,4.2
2019-06-07,YRabbit,2.52
2019-06-08,YRabbit,4.14
2019-06-09,YRabbit,2.34
2019-06-10,YRabbit,2.34
2019-06-11,YRabbit,1.7999999999999998
2019-06-12,YRabbit,1.26
2019-06-13,YRabbit,1.44
2019-06-14,YRabbit,3.78
2019-06-15,YRabbit,4.14
2019-06-16,YRabbit,2.6999999999999997
2019-06-17,YRabbit,2.88
2019-06-18,YRabbit,2.34
2019-06-19,YRabbit,2.52
2019-06-20,YRabbit,2.52
2019-06-21,YRabbit,3.5999999999999996
2019-06-22,YRabbit,5.04
2019-06-23,YRabbit,3.2399999999999998
2019-06-24,YRabbit,4.14
2019-06-25,YRabbit,3.78
2019-06-26,YRabbit,3.2399999999999998
2019-06-27,YRabbit,3.42
2019-06-28,YRabbit,4.14
2019-06-29,YRabbit,4.5
2019-06-30,YRabbit,4.68
2019-07-01,YRabbit,5.22
2019-07-02,YRabbit,5.58
2019-07-03,YRabbit,2.52
2019-07-04,YRabbit,3.06
2019-07-05,YRabbit,4.32
2019-07-06,YRabbit,3.96
2019-07-07,YRabbit,3.5999999999999996
2019-07-08,YRabbit,3.06
2019-07-09,YRabbit,2.16
2019-07-10,YRabbit,2.52
2019-07-11,YRabbit,1.98
2019-07-12,YRabbit,4.14
2019-07-13,YRabbit,2.6999999999999997
2019-07-14,YRabbit,2.88
2019-07-15,YRabbit,1.26
2019-07-16,YRabbit,2.52
2019-07-17,YRabbit,1.7999999999999998
2019-07-18,YRabbit,1.98
2019-07-19,YRabbit,1.6199999999999999
2019-07-20,YRabbit,3.78
2019-07-21,YRabbit,2.6999999999999997
2019-07-22,YRabbit,4.32
2019-07-23,YRabbit,2.52
2019-07-24,YRabbit,2.16
2019-07-25,YRabbit,1.6199999999999999
2019-07-26,YRabbit,4.32
2019-07-27,YRabbit,3.5999999999999996
2019-07-28,YRabbit,4.32
2019-07-29,YRabbit,3.42
2019-07-30,YRabbit,3.96
2019-07-31,YRabbit,3.78
2019-08-01,YRabbit,2.52
2019-08-02,YRabbit,4.2
2019-08-03,YRabbit,4.83
2019-08-04,YRabbit,4.62
2019-08-05,YRabbit,4.83
2019-08-06,YRabbit,3.9899999999999998
2019-08-07,YRabbit,3.36
2019-08-08,YRabbit,3.57
2019-08-09,YRabbit,4.62
2019-08-10,YRabbit,4.2
2019-08-11,YRabbit,3.9899999999999998
2019-08-12,YRabbit,3.57
2019-08-13,YRabbit,2.73
2019-08-14,YRabbit,3.36
2019-08-15,YRabbit,3.36
2019-08-16,YRabbit,5.25
2019-08-17,YRabbit,5.04
2019-08-18,YRabbit,5.25
2019-08-19,YRabbit,4.2
2019-08-20,YRabbit,2.73
2019-08-21,YRabbit,3.78
2019-08-22,YRabbit,4.2
2019-08-23,YRabbit,5.67
2019-08-24,YRabbit,4.41
2019-08-25,YRabbit,5.04
2019-08-26,YRabbit,3.78
2019-08-27,YRabbit,3.9899999999999998
2019-08-28,YRabbit,3.57
2019-08-29,YRabbit,3.78
2019-08-30,YRabbit,2.73
2019-08-31,YRabbit,3.57
2019-09-01,YRabbit,2.94
2019-09-02,YRabbit,5.04
2019-09-03,YRabbit,2.73
2019-09-04,YRabbit,3.5999999999999996
2019-09-05,YRabbit,4.56
2019-09-06,YRabbit,4.56
2019-09-07,YRabbit,4.08
2019-09-08,YRabbit,3.36
2019-09-09,YRabbit,3.36
2019-09-10,YRabbit,3.12
2019-09-11,YRabbit,3.36
2019-09-12,YRabbit,4.32
2019-09-13,YRabbit,5.279999999999999
2019-09-14,YRabbit,5.04
2019-09-15,YRabbit,5.279999999999999
2019-09-16,YRabbit,4.56
2019-09-17,YRabbit,3.84
2019-09-18,YRabbit,5.76
2019-09-19,YRabbit,5.279999999999999
2019-09-20,YRabbit,6.4799999999999995
2019-09-21,YRabbit,6.4799999999999995
2019-09-22,YRabbit,7.199999999999999
2019-09-23,YRabbit,6.0
2019-09-24,YRabbit,7.92
2019-09-25,YRabbit,4.8
2019-09-26,YRabbit,6.0
2019-09-27,YRabbit,5.52
2019-09-28,YRabbit,7.68
2019-09-29,YRabbit,9.6
2019-09-30,YRabbit,5.04
2019-10-01,YRabbit,6.24
2019-10-02,YRabbit,6.0
2019-10-03,YRabbit,6.4799999999999995
2019-10-04,YRabbit,6.96
2019-10-05,YRabbit,8.16
2019-10-06,YRabbit,6.4799999999999995
2019-10-07,YRabbit,3.84
2019-10-08,YRabbit,4.56
2019-10-09,YRabbit,3.84
2019-10-10,YRabbit,5.279999999999999
2019-10-11,YRabbit,6.75
2019-10-12,YRabbit,8.370000000000001
2019-10-13,YRabbit,5.67
2019-10-14,YRabbit,5.130000000000001
2019-10-15,YRabbit,3.7800000000000002
2019-10-16,YRabbit,4.86
2019-10-17,YRabbit,5.94
2019-10-18,YRabbit,5.67
2019-10-19,YRabbit,5.67
2019-10-20,YRabbit,5.4
2019-10-21,YRabbit,4.32
2019-10-22,YRabbit,5.94
2019-10-23,YRabbit,6.48
2019-10-24,YRabbit,7.290000000000001
2019-10-25,YRabbit,7.5600000000000005
2019-10-26,YRabbit,5.67
2019-10-27,YRabbit,11.07
2019-05-01,AdNonSense,40.95
2019-05-02,AdNonSense,34.65
2019-05-03,AdNonSense,47.25
2019-05-04,AdNonSense,51.45
2019-05-05,AdNonSense,36.75
2019-05-06,AdNonSense,43.050000000000004
2019-05-07,AdNonSense,30.450000000000003
2019-05-08,AdNonSense,37.800000000000004
2019-05-09,AdNonSense,37.800000000000004
2019-05-10,AdNonSense,46.2
2019-05-11,AdNonSense,33.6
2019-05-12,AdNonSense,44.1
2019-05-13,AdNonSense,38.85
2019-05-14,AdNonSense,35.7
2019-05-15,AdNonSense,23.1
2019-05-16,AdNonSense,32.550000000000004
2019-05-17,AdNonSense,35.7
2019-05-18,AdNonSense,46.2
2019-05-19,AdNonSense,53.550000000000004
2019-05-20,AdNonSense,36.75
2019-05-21,AdNonSense,35.7
2019-05-22,AdNonSense,34.65
2019-05-23,AdNonSense,38.85
2019-05-24,AdNonSense,37.800000000000004
2019-05-25,AdNonSense,43.050000000000004
2019-05-26,AdNonSense,39.9
2019-05-27,AdNonSense,56.7
2019-05-28,AdNonSense,46.2
2019-05-29,AdNonSense,14.700000000000001
2019-05-30,AdNonSense,13.65
2019-05-31,AdNonSense,22.05
2019-06-01,AdNonSense,18.900000000000002
2019-06-02,AdNonSense,30.450000000000003
2019-06-03,AdNonSense,15.75
2019-06-04,AdNonSense,16.8
2019-06-05,AdNonSense,18.900000000000002
2019-06-06,AdNonSense,11.55
2019-06-07,AdNonSense,11.55
2019-06-08,AdNonSense,15.75
2019-06-09,AdNonSense,12.600000000000001
2019-06-10,AdNonSense,17.85
2019-06-11,AdNonSense,14.700000000000001
2019-06-12,AdNonSense,9.450000000000001
2019-06-13,AdNonSense,9.450000000000001
2019-06-14,AdNonSense,9.450000000000001
2019-06-15,AdNonSense,12.600000000000001
2019-06-16,AdNonSense,23.1
2019-06-17,AdNonSense,17.85
2019-06-18,AdNonSense,9.450000000000001
2019-06-19,AdNonSense,14.700000000000001
2019-06-20,AdNonSense,25.200000000000003
2019-06-21,AdNonSense,19.95
2019-06-22,AdNonSense,28.35
2019-06-23,AdNonSense,26.25
2019-06-24,AdNonSense,17.85
2019-06-25,AdNonSense,21.0
2019-06-26,AdNonSense,16.8
2019-06-27,AdNonSense,17.85
2019-06-28,AdNonSense,18.900000000000002
2019-06-29,AdNonSense,30.450000000000003
2019-06-30,AdNonSense,25.200000000000003
2019-07-01,AdNonSense,14.700000000000001
2019-07-02,AdNonSense,22.05
2019-07-03,AdNonSense,18.900000000000002
2019-07-04,AdNonSense,11.55
2019-07-05,AdNonSense,23.1
2019-07-06,AdNonSense,19.95
2019-07-07,AdNonSense,19.95
2019-07-08,AdNonSense,24.150000000000002
2019-07-09,AdNonSense,9.450000000000001
2019-07-10,AdNonSense,7.3500000000000005
2019-07-11,AdNonSense,17.85
2019-07-12,AdNonSense,15.75
2019-07-13,AdNonSense,17.85
2019-07-14,AdNonSense,13.65
2019-07-15,AdNonSense,10.5
2019-07-16,AdNonSense,10.5
2019-07-17,AdNonSense,17.85
2019-07-18,AdNonSense,19.95
2019-07-19,AdNonSense,16.8
2019-07-20,AdNonSense,11.55
2019-07-21,AdNonSense,10.5
2019-07-22,AdNonSense,28.35
2019-07-23,AdNonSense,11.55
2019-07-24,AdNonSense,11.55
2019-07-25,AdNonSense,12.600000000000001
2019-07-26,AdNonSense,15.75
2019-07-27,AdNonSense,13.65
2019-07-28,AdNonSense,25.200000000000003
2019-07-29,AdNonSense,16.8
2019-07-30,AdNonSense,18.900000000000002
2019-07-31,AdNonSense,15.75
2019-08-01,AdNonSense,16.8
2019-08-02,AdNonSense,26.25
2019-08-03,AdNonSense,26.25
2019-08-04,AdNonSense,21.0
2019-08-05,AdNonSense,14.700000000000001
2019-08-06,AdNonSense,18.900000000000002
2019-08-07,AdNonSense,17.85
2019-08-08,AdNonSense,8.4
2019-08-09,AdNonSense,19.95
2019-08-10,AdNonSense,16.8
2019-08-11,AdNonSense,19.95
2019-08-12,AdNonSense,21.0
2019-08-13,AdNonSense,18.900000000000002
2019-08-14,AdNonSense,17.85
2019-08-15,AdNonSense,16.8
2019-08-16,AdNonSense,15.75
2019-08-17,AdNonSense,14.700000000000001
2019-08-18,AdNonSense,12.600000000000001
2019-08-19,AdNonSense,21.0
2019-08-20,AdNonSense,25.200000000000003
2019-08-21,AdNonSense,17.85
2019-08-22,AdNonSense,16.8
2019-08-23,AdNonSense,19.95
2019-08-24,AdNonSense,23.1
2019-08-25,AdNonSense,18.900000000000002
2019-08-26,AdNonSense,17.85
2019-08-27,AdNonSense,14.700000000000001
2019-08-28,AdNonSense,24.150000000000002
2019-08-29,AdNonSense,13.65
2019-08-30,AdNonSense,22.05
2019-08-31,AdNonSense,19.95
2019-09-01,AdNonSense,21.0
2019-09-02,AdNonSense,16.8
2019-09-03,AdNonSense,7.3500000000000005
2019-09-04,AdNonSense,12.600000000000001
2019-09-05,AdNonSense,13.65
2019-09-06,AdNonSense,18.900000000000002
2019-09-07,AdNonSense,17.85
2019-09-08,AdNonSense,13.65
2019-09-09,AdNonSense,23.1
2019-09-10,AdNonSense,9.450000000000001
2019-09-11,AdNonSense,9.450000000000001
2019-09-12,AdNonSense,18.900000000000002
2019-09-13,AdNonSense,14.700000000000001
2019-09-14,AdNonSense,11.55
2019-09-15,AdNonSense,13.65
2019-09-16,AdNonSense,19.95
2019-09-17,AdNonSense,11.55
2019-09-18,AdNonSense,18.900000000000002
2019-09-19,AdNonSense,14.700000000000001
2019-09-20,AdNonSense,18.900000000000002
2019-09-21,AdNonSense,27.3
2019-09-22,AdNonSense,28.35
2019-09-23,AdNonSense,19.95
2019-09-24,AdNonSense,31.5
2019-09-25,AdNonSense,22.05
2019-09-26,AdNonSense,34.65
2019-09-27,AdNonSense,25.200000000000003
2019-09-28,AdNonSense,23.1
2019-09-29,AdNonSense,35.7
2019-09-30,AdNonSense,27.3
2019-10-01,AdNonSense,16.8
2019-10-02,AdNonSense,17.85
2019-10-03,AdNonSense,29.400000000000002
2019-10-04,AdNonSense,22.05
2019-10-05,AdNonSense,12.600000000000001
2019-10-06,AdNonSense,29.400000000000002
2019-10-07,AdNonSense,17.85
2019-10-08,AdNonSense,21.0
2019-10-09,AdNonSense,22.05
2019-10-10,AdNonSense,17.85
2019-10-11,AdNonSense,21.0
2019-10-12,AdNonSense,21.0
2019-10-13,AdNonSense,15.75
2019-10-14,AdNonSense,17.85
2019-10-15,AdNonSense,15.75
2019-10-16,AdNonSense,12.600000000000001
2019-10-17,AdNonSense,9.450000000000001
2019-10-18,AdNonSense,22.05
2019-10-19,AdNonSense,15.75
2019-10-20,AdNonSense,25.200000000000003
2019-10-21,AdNonSense,11.55
2019-10-22,AdNonSense,23.1
2019-10-23,AdNonSense,15.75
2019-10-24,AdNonSense,21.0
2019-10-25,AdNonSense,26.25
2019-10-26,AdNonSense,21.0
2019-10-27,AdNonSense,35.7
2019-05-01,LeapBob,2.52
2019-05-02,LeapBob,2.94
2019-05-03,LeapBob,2.73
2019-05-04,LeapBob,3.9899999999999998
2019-05-05,LeapBob,4.62
2019-05-06,LeapBob,4.62
2019-05-07,LeapBob,4.2
2019-05-08,LeapBob,3.9899999999999998
2019-05-09,LeapBob,3.78
2019-05-10,LeapBob,3.36
2019-05-11,LeapBob,7.56
2019-05-12,LeapBob,4.2
2019-05-13,LeapBob,2.94
2019-05-14,LeapBob,4.2
2019-05-15,LeapBob,3.57
2019-05-16,LeapBob,3.36
2019-05-17,LeapBob,4.41
2019-05-18,LeapBob,4.62
2019-05-19,LeapBob,3.57
2019-05-20,LeapBob,3.57
2019-05-21,LeapBob,5.67
2019-05-22,LeapBob,3.78
2019-05-23,LeapBob,3.36
2019-05-24,LeapBob,3.15
2019-05-25,LeapBob,3.78
2019-05-26,LeapBob,3.36
2019-05-27,LeapBob,4.41
2019-05-28,LeapBob,3.36
2019-05-29,LeapBob,9.03
2019-05-30,LeapBob,9.87
2019-05-31,LeapBob,11.76
2019-06-01,LeapBob,13.44
2019-06-02,LeapBob,13.65
2019-06-03,LeapBob,12.389999999999999
2019-06-04,LeapBob,8.4
2019-06-05,LeapBob,9.03
2019-06-06,LeapBob,10.29
2019-06-07,LeapBob,8.82
2019-06-08,LeapBob,10.29
2019-06-09,LeapBob,7.77
2019-06-10,LeapBob,9.24
2019-06-11,LeapBob,5.67
2019-06-12,LeapBob,5.88
2019-06-13,LeapBob,5.46
2019-06-14,LeapBob,7.14
2019-06-15,LeapBob,9.66
2019-06-16,LeapBob,9.24
2019-06-17,LeapBob,6.72
2019-06-18,LeapBob,6.51
2019-06-19,LeapBob,7.35
2019-06-20,LeapBob,11.76
2019-06-21,LeapBob,13.229999999999999
2019-06-22,LeapBob,10.5
2019-06-23,LeapBob,12.389999999999999
2019-06-24,LeapBob,13.65
2019-06-25,LeapBob,14.91
2019-06-26,LeapBob,10.29
2019-06-27,LeapBob,13.65
2019-06-28,LeapBob,14.07
2019-06-29,LeapBob,16.38
2019-06-30,LeapBob,16.8
2019-07-01,LeapBob,14.28
2019-07-02,LeapBob,10.709999999999999
2019-07-03,LeapBob,10.29
2019-07-04,LeapBob,13.86
2019-07-05,LeapBob,12.389999999999999
2019-07-06,LeapBob,16.38
2019-07-07,LeapBob,9.45
2019-07-08,LeapBob,11.129999999999999
2019-07-09,LeapBob,7.9799999999999995
2019-07-10,LeapBob,7.77
2019-07-11,LeapBob,8.61
2019-07-12,LeapBob,9.24
2019-07-13,LeapBob,8.61
2019-07-14,LeapBob,9.24
2019-07-15,LeapBob,9.03
2019-07-16,LeapBob,6.51
2019-07-17,LeapBob,10.08
2019-07-18,LeapBob,7.56
2019-07-19,LeapBob,8.82
2019-07-20,LeapBob,6.72
2019-07-21,LeapBob,12.389999999999999
2019-07-22,LeapBob,10.709999999999999
2019-07-23,LeapBob,6.51
2019-07-24,LeapBob,7.56
2019-07-25,LeapBob,5.88
2019-07-26,LeapBob,11.76
2019-07-27,LeapBob,11.76
2019-07-28,LeapBob,13.02
2019-07-29,LeapBob,10.29
2019-07-30,LeapBob,13.86
2019-07-31,LeapBob,11.129999999999999
2019-08-01,LeapBob,12.389999999999999
2019-08-02,LeapBob,12.6
2019-08-03,LeapBob,10.92
2019-08-04,LeapBob,12.389999999999999
2019-08-05,LeapBob,10.709999999999999
2019-08-06,LeapBob,15.33
2019-08-07,LeapBob,11.129999999999999
2019-08-08,LeapBob,10.5
2019-08-09,LeapBob,10.92
2019-08-10,LeapBob,12.18
2019-08-11,LeapBob,16.8
2019-08-12,LeapBob,13.02
2019-08-13,LeapBob,9.24
2019-08-14,LeapBob,8.82
2019-08-15,LeapBob,10.08
2019-08-16,LeapBob,12.6
2019-08-17,LeapBob,11.969999999999999
2019-08-18,LeapBob,11.76
2019-08-19,LeapBob,9.45
2019-08-20,LeapBob,12.6
2019-08-21,LeapBob,13.44
2019-08-22,LeapBob,12.809999999999999
2019-08-23,LeapBob,11.34
2019-08-24,LeapBob,14.7
2019-08-25,LeapBob,16.169999999999998
2019-08-26,LeapBob,13.44
2019-08-27,LeapBob,9.03
2019-08-28,LeapBob,9.87
2019-08-29,LeapBob,10.5
2019-08-30,LeapBob,10.92
2019-08-31,LeapBob,12.18
2019-09-01,LeapBob,11.969999999999999
2019-09-02,LeapBob,11.549999999999999
2019-09-03,LeapBob,8.4
2019-09-04,LeapBob,9.45
2019-09-05,LeapBob,7.77
2019-09-06,LeapBob,10.709999999999999
2019-09-07,LeapBob,9.45
2019-09-08,LeapBob,9.66
2019-09-09,LeapBob,8.4
2019-09-10,LeapBob,9.66
2019-09-11,LeapBob,9.24
2019-09-12,LeapBob,8.19
2019-09-13,LeapBob,9.03
2019-09-14,LeapBob,11.129999999999999
2019-09-15,LeapBob,8.19
2019-09-16,LeapBob,11.549999999999999
2019-09-17,LeapBob,9.03
2019-09-18,LeapBob,7.56
2019-09-19,LeapBob,14.07
2019-09-20,LeapBob,11.549999999999999
2019-09-21,LeapBob,11.549999999999999
2019-09-22,LeapBob,15.959999999999999
2019-09-23,LeapBob,13.86
2019-09-24,LeapBob,13.44
2019-09-25,LeapBob,14.7
2019-09-26,LeapBob,12.809999999999999
2019-09-27,LeapBob,13.44
2019-09-28,LeapBob,15.54
2019-09-29,LeapBob,17.43
2019-09-30,LeapBob,18.689999999999998
2019-10-01,LeapBob,12.809999999999999
2019-10-02,LeapBob,11.549999999999999
2019-10-03,LeapBob,14.07
2019-10-04,LeapBob,14.28
2019-10-05,LeapBob,15.959999999999999
2019-10-06,LeapBob,13.65
2019-10-07,LeapBob,9.24
2019-10-08,LeapBob,13.65
2019-10-09,LeapBob,11.129999999999999
2019-10-10,LeapBob,8.61
2019-10-11,LeapBob,11.969999999999999
2019-10-12,LeapBob,12.389999999999999
2019-10-13,LeapBob,11.969999999999999
2019-10-14,LeapBob,9.87
2019-10-15,LeapBob,7.14
2019-10-16,LeapBob,7.77
2019-10-17,LeapBob,9.03
2019-10-18,LeapBob,12.809999999999999
2019-10-19,LeapBob,11.549999999999999
2019-10-20,LeapBob,11.549999999999999
2019-10-21,LeapBob,7.56
2019-10-22,LeapBob,11.549999999999999
2019-10-23,LeapBob,10.709999999999999
2019-10-24,LeapBob,12.809999999999999
2019-10-25,LeapBob,14.7
2019-10-26,LeapBob,14.28
2019-10-27,LeapBob,12.809999999999999
2019-05-01,OppleCreativeMedia,4.25
2019-05-02,OppleCreativeMedia,4.25
2019-05-03,OppleCreativeMedia,5.75
2019-05-04,OppleCreativeMedia,4.25
2019-05-05,OppleCreativeMedia,5.5
2019-05-06,OppleCreativeMedia,5.0
2019-05-07,OppleCreativeMedia,5.75
2019-05-08,OppleCreativeMedia,4.25
2019-05-09,OppleCreativeMedia,4.25
2019-05-10,OppleCreativeMedia,5.75
2019-05-11,OppleCreativeMedia,6.0
2019-05-12,OppleCreativeMedia,3.5
2019-05-13,OppleCreativeMedia,2.75
2019-05-14,OppleCreativeMedia,4.25
2019-05-15,OppleCreativeMedia,4.5
2019-05-16,OppleCreativeMedia,3.0
2019-05-17,OppleCreativeMedia,4.25
2019-05-18,OppleCreativeMedia,5.25
2019-05-19,OppleCreativeMedia,3.5
2019-05-20,OppleCreativeMedia,4.75
2019-05-21,OppleCreativeMedia,4.0
2019-05-22,OppleCreativeMedia,6.25
2019-05-23,OppleCreativeMedia,5.0
2019-05-24,OppleCreativeMedia,5.75
2019-05-25,OppleCreativeMedia,3.75
2019-05-26,OppleCreativeMedia,4.75
2019-05-27,OppleCreativeMedia,5.0
2019-05-28,OppleCreativeMedia,5.75
2019-05-29,OppleCreativeMedia,14.0
2019-05-30,OppleCreativeMedia,11.5
2019-05-31,OppleCreativeMedia,13.25
2019-06-01,OppleCreativeMedia,15.75
2019-06-02,OppleCreativeMedia,16.5
2019-06-03,OppleCreativeMedia,13.25
2019-06-04,OppleCreativeMedia,9.0
2019-06-05,OppleCreativeMedia,13.25
2019-06-06,OppleCreativeMedia,10.0
2019-06-07,OppleCreativeMedia,11.25
2019-06-08,OppleCreativeMedia,11.5
2019-06-09,OppleCreativeMedia,11.25
2019-06-10,OppleCreativeMedia,8.5
2019-06-11,OppleCreativeMedia,10.25
2019-06-12,OppleCreativeMedia,8.0
2019-06-13,OppleCreativeMedia,9.75
2019-06-14,OppleCreativeMedia,9.0
2019-06-15,OppleCreativeMedia,14.0
2019-06-16,OppleCreativeMedia,12.0
2019-06-17,OppleCreativeMedia,9.75
2019-06-18,OppleCreativeMedia,11.5
2019-06-19,OppleCreativeMedia,8.5
2019-06-20,OppleCreativeMedia,9.75
2019-06-21,OppleCreativeMedia,13.25
2019-06-22,OppleCreativeMedia,14.5
2019-06-23,OppleCreativeMedia,12.5
2019-06-24,OppleCreativeMedia,15.75
2019-06-25,OppleCreativeMedia,12.25
2019-06-26,OppleCreativeMedia,12.25
2019-06-27,OppleCreativeMedia,10.25
2019-06-28,OppleCreativeMedia,18.5
2019-06-29,OppleCreativeMedia,18.0
2019-06-30,OppleCreativeMedia,20.0
2019-07-01,OppleCreativeMedia,16.0
2019-07-02,OppleCreativeMedia,14.75
2019-07-03,OppleCreativeMedia,12.5
2019-07-04,OppleCreativeMedia,11.5
2019-07-05,OppleCreativeMedia,14.75
2019-07-06,OppleCreativeMedia,17.0
2019-07-07,OppleCreativeMedia,16.0
2019-07-08,OppleCreativeMedia,15.0
2019-07-09,OppleCreativeMedia,10.5
2019-07-10,OppleCreativeMedia,9.0
2019-07-11,OppleCreativeMedia,9.0
2019-07-12,OppleCreativeMedia,9.25
2019-07-13,OppleCreativeMedia,14.25
2019-07-14,OppleCreativeMedia,14.0
2019-07-15,OppleCreativeMedia,9.75
2019-07-16,OppleCreativeMedia,5.75
2019-07-17,OppleCreativeMedia,9.5
2019-07-18,OppleCreativeMedia,11.0
2019-07-19,OppleCreativeMedia,10.25
2019-07-20,OppleCreativeMedia,11.25
2019-07-21,OppleCreativeMedia,10.5
2019-07-22,OppleCreativeMedia,8.25
2019-07-23,OppleCreativeMedia,9.75
2019-07-24,OppleCreativeMedia,11.75
2019-07-25,OppleCreativeMedia,10.0
2019-07-26,OppleCreativeMedia,12.75
2019-07-27,OppleCreativeMedia,12.75
2019-07-28,OppleCreativeMedia,15.5
2019-07-29,OppleCreativeMedia,9.75
2019-07-30,OppleCreativeMedia,10.75
2019-07-31,OppleCreativeMedia,13.75
2019-08-01,OppleCreativeMedia,12.25
2019-08-02,OppleCreativeMedia,12.25
2019-08-03,OppleCreativeMedia,18.0
2019-08-04,OppleCreativeMedia,14.0
2019-08-05,OppleCreativeMedia,13.0
2019-08-06,OppleCreativeMedia,13.5
2019-08-07,OppleCreativeMedia,13.25
2019-08-08,OppleCreativeMedia,16.5
2019-08-09,OppleCreativeMedia,13.0
2019-08-10,OppleCreativeMedia,18.0
2019-08-11,OppleCreativeMedia,16.75
2019-08-12,OppleCreativeMedia,15.5
2019-08-13,OppleCreativeMedia,12.0
2019-08-14,OppleCreativeMedia,13.75
2019-08-15,OppleCreativeMedia,11.75
2019-08-16,OppleCreativeMedia,12.5
2019-08-17,OppleCreativeMedia,17.75
2019-08-18,OppleCreativeMedia,15.25
2019-08-19,OppleCreativeMedia,12.0
2019-08-20,OppleCreativeMedia,13.75
2019-08-21,OppleCreativeMedia,11.25
2019-08-22,OppleCreativeMedia,15.5
2019-08-23,OppleCreativeMedia,15.0
2019-08-24,OppleCreativeMedia,17.75
2019-08-25,OppleCreativeMedia,18.5
2019-08-26,OppleCreativeMedia,14.0
2019-08-27,OppleCreativeMedia,12.5
2019-08-28,OppleCreativeMedia,12.75
2019-08-29,OppleCreativeMedia,12.5
2019-08-30,OppleCreativeMedia,11.25
2019-08-31,OppleCreativeMedia,13.5
2019-09-01,OppleCreativeMedia,16.25
2019-09-02,OppleCreativeMedia,12.0
2019-09-03,OppleCreativeMedia,8.0
2019-09-04,OppleCreativeMedia,8.75
2019-09-05,OppleCreativeMedia,8.75
2019-09-06,OppleCreativeMedia,10.5
2019-09-07,OppleCreativeMedia,14.5
2019-09-08,OppleCreativeMedia,10.25
2019-09-09,OppleCreativeMedia,13.0
2019-09-10,OppleCreativeMedia,9.75
2019-09-11,OppleCreativeMedia,10.0
2019-09-12,OppleCreativeMedia,10.5
2019-09-13,OppleCreativeMedia,12.75
2019-09-14,OppleCreativeMedia,11.75
2019-09-15,OppleCreativeMedia,10.25
2019-09-16,OppleCreativeMedia,13.25
2019-09-17,OppleCreativeMedia,11.0
2019-09-18,OppleCreativeMedia,13.0
2019-09-19,OppleCreativeMedia,17.5
2019-09-20,OppleCreativeMedia,18.75
2019-09-21,OppleCreativeMedia,14.25
2019-09-22,OppleCreativeMedia,18.0
2019-09-23,OppleCreativeMedia,18.5
2019-09-24,OppleCreativeMedia,16.5
2019-09-25,OppleCreativeMedia,16.5
2019-09-26,OppleCreativeMedia,19.0
2019-09-27,OppleCreativeMedia,19.0
2019-09-28,OppleCreativeMedia,21.25
2019-09-29,OppleCreativeMedia,21.5
2019-09-30,OppleCreativeMedia,22.75
2019-10-01,OppleCreativeMedia,16.75
2019-10-02,OppleCreativeMedia,15.25
2019-10-03,OppleCreativeMedia,16.75
2019-10-04,OppleCreativeMedia,16.5
2019-10-05,OppleCreativeMedia,15.75
2019-10-06,OppleCreativeMedia,19.25
2019-10-07,OppleCreativeMedia,11.75
2019-10-08,OppleCreativeMedia,13.75
2019-10-09,OppleCreativeMedia,12.25
2019-10-10,OppleCreativeMedia,10.25
2019-10-11,OppleCreativeMedia,13.5
2019-10-12,OppleCreativeMedia,14.25
2019-10-13,OppleCreativeMedia,12.5
2019-10-14,OppleCreativeMedia,10.0
2019-10-15,OppleCreativeMedia,13.0
2019-10-16,OppleCreativeMedia,10.25
2019-10-17,OppleCreativeMedia,9.25
2019-10-18,OppleCreativeMedia,14.0
2019-10-19,OppleCreativeMedia,15.75
2019-10-20,OppleCreativeMedia,15.75
2019-10-21,OppleCreativeMedia,14.0
2019-10-22,OppleCreativeMedia,13.25
2019-10-23,OppleCreativeMedia,13.25
2019-10-24,OppleCreativeMedia,12.5
