record_id,item_topic,source_topic,age_segment,dt,visits
1049318,Искусство,Кино,18-25,2019-09-24 18:57:00,66
1049319,Искусство,Кино,18-25,2019-09-24 18:58:00,75
1049320,Искусство,Кино,18-25,2019-09-24 18:59:00,63
1049321,Искусство,Кино,18-25,2019-09-24 19:00:00,18
1049322,Искусство,Кино,26-30,2019-09-24 18:29:00,2
1049323,Искусство,Кино,26-30,2019-09-24 18:30:00,4
1049324,Искусство,Кино,26-30,2019-09-24 18:31:00,3
1049325,Искусство,Кино,26-30,2019-09-24 18:32:00,2
1049326,Искусство,Кино,26-30,2019-09-24 18:33:00,1
1049327,Искусство,Кино,26-30,2019-09-24 18:53:00,1
1049328,Искусство,Кино,26-30,2019-09-24 18:54:00,8
1049329,Искусство,Кино,26-30,2019-09-24 18:55:00,29
1049330,Искусство,Кино,26-30,2019-09-24 18:56:00,46
1049331,Искусство,Кино,26-30,2019-09-24 18:57:00,63
1049332,Искусство,Кино,26-30,2019-09-24 18:58:00,46
1049333,Искусство,Кино,26-30,2019-09-24 18:59:00,53
1049334,Искусство,Кино,26-30,2019-09-24 19:00:00,11
1049335,Искусство,Кино,31-35,2019-09-24 18:29:00,1
1049336,Искусство,Кино,31-35,2019-09-24 18:30:00,6
1049337,Искусство,Кино,31-35,2019-09-24 18:31:00,3
1049338,Искусство,Кино,31-35,2019-09-24 18:33:00,1
1049339,Искусство,Кино,31-35,2019-09-24 18:34:00,1
1049340,Искусство,Кино,31-35,2019-09-24 18:52:00,2
1049341,Искусство,Кино,31-35,2019-09-24 18:53:00,2
1049342,Искусство,Кино,31-35,2019-09-24 18:54:00,12
1049343,Искусство,Кино,31-35,2019-09-24 18:55:00,28
1049344,Искусство,Кино,31-35,2019-09-24 18:56:00,46
1049345,Искусство,Кино,31-35,2019-09-24 18:57:00,74
1049346,Искусство,Кино,31-35,2019-09-24 18:58:00,54
1049347,Искусство,Кино,31-35,2019-09-24 18:59:00,40
1049348,Искусство,Кино,31-35,2019-09-24 19:00:00,12
1049349,Искусство,Кино,36-40,2019-09-24 18:29:00,2
1049350,Искусство,Кино,36-40,2019-09-24 18:31:00,6
1049351,Искусство,Кино,36-40,2019-09-24 18:33:00,3
1049352,Искусство,Кино,36-40,2019-09-24 18:34:00,2
1049353,Искусство,Кино,36-40,2019-09-24 18:53:00,1
1049354,Искусство,Кино,36-40,2019-09-24 18:54:00,9
1049355,Искусство,Кино,36-40,2019-09-24 18:55:00,24
1049356,Искусство,Кино,36-40,2019-09-24 18:56:00,42
1049357,Искусство,Кино,36-40,2019-09-24 18:57:00,27
1049358,Искусство,Кино,36-40,2019-09-24 18:58:00,50
1049359,Искусство,Кино,36-40,2019-09-24 18:59:00,38
1049360,Искусство,Кино,36-40,2019-09-24 19:00:00,13
1049361,Искусство,Кино,41-45,2019-09-24 18:31:00,2
1049362,Искусство,Кино,41-45,2019-09-24 18:54:00,7
1049363,Искусство,Кино,41-45,2019-09-24 18:55:00,4
1049364,Искусство,Кино,41-45,2019-09-24 18:56:00,16
1049365,Искусство,Кино,41-45,2019-09-24 18:57:00,10
1049366,Искусство,Кино,41-45,2019-09-24 18:58:00,15
1049367,Искусство,Кино,41-45,2019-09-24 18:59:00,20
1049368,Искусство,Кино,41-45,2019-09-24 19:00:00,4
1049369,Искусство,Кино,45+,2019-09-24 18:33:00,1
1049370,Искусство,Кино,45+,2019-09-24 18:54:00,1
1049371,Искусство,Кино,45+,2019-09-24 18:55:00,4
1049372,Искусство,Кино,45+,2019-09-24 18:56:00,8
1049373,Искусство,Кино,45+,2019-09-24 18:57:00,11
1049374,Искусство,Кино,45+,2019-09-24 18:58:00,10
1049375,Искусство,Кино,45+,2019-09-24 18:59:00,7
1049376,Искусство,Кино,45+,2019-09-24 19:00:00,4
1049377,Искусство,Музыка,18-25,2019-09-24 18:32:00,1
1049378,Искусство,Музыка,18-25,2019-09-24 18:52:00,1
1049379,Искусство,Музыка,18-25,2019-09-24 18:53:00,1
1049380,Искусство,Музыка,18-25,2019-09-24 18:54:00,6
1049381,Искусство,Музыка,18-25,2019-09-24 18:55:00,14
1049382,Искусство,Музыка,18-25,2019-09-24 18:56:00,20
1049383,Искусство,Музыка,18-25,2019-09-24 18:57:00,22
1049384,Искусство,Музыка,18-25,2019-09-24 18:58:00,15
1049385,Искусство,Музыка,18-25,2019-09-24 18:59:00,22
1049386,Искусство,Музыка,18-25,2019-09-24 19:00:00,5
1049387,Искусство,Музыка,26-30,2019-09-24 18:31:00,1
1049388,Искусство,Музыка,26-30,2019-09-24 18:32:00,1
1049389,Искусство,Музыка,26-30,2019-09-24 18:54:00,2
1049390,Искусство,Музыка,26-30,2019-09-24 18:55:00,8
1049391,Искусство,Музыка,26-30,2019-09-24 18:56:00,4
1049392,Искусство,Музыка,26-30,2019-09-24 18:57:00,3
1049393,Искусство,Музыка,26-30,2019-09-24 18:58:00,11
1049394,Искусство,Музыка,26-30,2019-09-24 18:59:00,7
1049395,Искусство,Музыка,26-30,2019-09-24 19:00:00,3
1049396,Искусство,Музыка,31-35,2019-09-24 18:53:00,1
1049397,Искусство,Музыка,31-35,2019-09-24 18:54:00,2
1049398,Искусство,Музыка,31-35,2019-09-24 18:55:00,3
1049399,Искусство,Музыка,31-35,2019-09-24 18:56:00,5
1049400,Искусство,Музыка,31-35,2019-09-24 18:57:00,9
1049401,Искусство,Музыка,31-35,2019-09-24 18:58:00,5
1049402,Искусство,Музыка,31-35,2019-09-24 18:59:00,9
1049403,Искусство,Музыка,31-35,2019-09-24 19:00:00,2
1049404,Искусство,Музыка,36-40,2019-09-24 18:54:00,1
1049405,Искусство,Музыка,36-40,2019-09-24 18:55:00,5
1049406,Искусство,Музыка,36-40,2019-09-24 18:56:00,5
1049407,Искусство,Музыка,36-40,2019-09-24 18:57:00,4
1049408,Искусство,Музыка,36-40,2019-09-24 18:58:00,4
1049409,Искусство,Музыка,36-40,2019-09-24 18:59:00,3
1049410,Искусство,Музыка,36-40,2019-09-24 19:00:00,1
1049411,Искусство,Музыка,41-45,2019-09-24 18:32:00,1
1049412,Искусство,Музыка,41-45,2019-09-24 18:55:00,1
1049413,Искусство,Музыка,41-45,2019-09-24 18:57:00,4
1049414,Искусство,Музыка,41-45,2019-09-24 18:58:00,3
1049415,Искусство,Музыка,41-45,2019-09-24 18:59:00,2
1049416,Искусство,Музыка,45+,2019-09-24 18:54:00,1
1049417,Искусство,Музыка,45+,2019-09-24 18:55:00,1
1049418,Искусство,Музыка,45+,2019-09-24 18:56:00,2
1049419,Искусство,Музыка,45+,2019-09-24 18:59:00,1
1049420,Искусство,Музыка,45+,2019-09-24 19:00:00,1
1049421,Искусство,Одежда,18-25,2019-09-24 18:31:00,1
1049422,Искусство,Одежда,18-25,2019-09-24 18:32:00,1
1049423,Искусство,Одежда,18-25,2019-09-24 18:34:00,2
1049424,Искусство,Одежда,18-25,2019-09-24 18:53:00,1
1049425,Искусство,Одежда,18-25,2019-09-24 18:54:00,4
1049426,Искусство,Одежда,18-25,2019-09-24 18:55:00,5
1049427,Искусство,Одежда,18-25,2019-09-24 18:56:00,6
1049428,Искусство,Одежда,18-25,2019-09-24 18:57:00,14
1049429,Искусство,Одежда,18-25,2019-09-24 18:58:00,13
1049430,Искусство,Одежда,18-25,2019-09-24 18:59:00,6
1049431,Искусство,Одежда,18-25,2019-09-24 19:00:00,6
1049432,Искусство,Одежда,26-30,2019-09-24 18:28:00,1
1049433,Искусство,Одежда,26-30,2019-09-24 18:30:00,1
1049434,Искусство,Одежда,26-30,2019-09-24 18:33:00,1
1049435,Искусство,Одежда,26-30,2019-09-24 18:34:00,1
1049436,Искусство,Одежда,26-30,2019-09-24 18:53:00,1
1049437,Искусство,Одежда,26-30,2019-09-24 18:54:00,2
1049438,Искусство,Одежда,26-30,2019-09-24 18:55:00,7
1049439,Искусство,Одежда,26-30,2019-09-24 18:56:00,7
1049440,Искусство,Одежда,26-30,2019-09-24 18:57:00,11
1049441,Искусство,Одежда,26-30,2019-09-24 18:58:00,14
1049442,Искусство,Одежда,26-30,2019-09-24 18:59:00,10
1049443,Искусство,Одежда,26-30,2019-09-24 19:00:00,2
1049444,Искусство,Одежда,31-35,2019-09-24 18:30:00,2
1049445,Искусство,Одежда,31-35,2019-09-24 18:54:00,3
1049446,Искусство,Одежда,31-35,2019-09-24 18:55:00,9
1049447,Искусство,Одежда,31-35,2019-09-24 18:56:00,5
1049448,Искусство,Одежда,31-35,2019-09-24 18:57:00,6
1049449,Искусство,Одежда,31-35,2019-09-24 18:58:00,6
1049450,Искусство,Одежда,31-35,2019-09-24 18:59:00,8
1049451,Искусство,Одежда,31-35,2019-09-24 19:00:00,1
1049452,Искусство,Одежда,36-40,2019-09-24 18:54:00,2
1049453,Искусство,Одежда,36-40,2019-09-24 18:55:00,6
1049454,Искусство,Одежда,36-40,2019-09-24 18:56:00,2
1049455,Искусство,Одежда,36-40,2019-09-24 18:57:00,4
1049456,Искусство,Одежда,36-40,2019-09-24 18:58:00,6
1049457,Искусство,Одежда,36-40,2019-09-24 18:59:00,2
1049458,Искусство,Одежда,36-40,2019-09-24 19:00:00,2
1049459,Искусство,Одежда,41-45,2019-09-24 18:32:00,1
1049460,Искусство,Одежда,41-45,2019-09-24 18:53:00,1
1049461,Искусство,Одежда,41-45,2019-09-24 18:55:00,5
1049462,Искусство,Одежда,41-45,2019-09-24 18:56:00,1
1049463,Искусство,Одежда,41-45,2019-09-24 18:57:00,3
1049464,Искусство,Одежда,41-45,2019-09-24 18:58:00,2
1049465,Искусство,Одежда,41-45,2019-09-24 18:59:00,4
1049466,Искусство,Одежда,41-45,2019-09-24 19:00:00,1
1049467,Искусство,Одежда,45+,2019-09-24 18:34:00,1
1049468,Искусство,Одежда,45+,2019-09-24 18:55:00,3
1049469,Искусство,Одежда,45+,2019-09-24 18:56:00,1
1049470,Искусство,Одежда,45+,2019-09-24 18:57:00,1
1049471,Искусство,Одежда,45+,2019-09-24 18:58:00,3
1049472,Искусство,Одежда,45+,2019-09-24 19:00:00,1
1049473,Искусство,Полезные советы,18-25,2019-09-24 18:29:00,1
1049474,Искусство,Полезные советы,18-25,2019-09-24 18:31:00,1
1049475,Искусство,Полезные советы,18-25,2019-09-24 18:33:00,1
1049476,Искусство,Полезные советы,18-25,2019-09-24 18:53:00,1
1049477,Искусство,Полезные советы,18-25,2019-09-24 18:54:00,2
1049478,Искусство,Полезные советы,18-25,2019-09-24 18:55:00,13
1049479,Искусство,Полезные советы,18-25,2019-09-24 18:56:00,26
1049480,Искусство,Полезные советы,18-25,2019-09-24 18:57:00,13
1049481,Искусство,Полезные советы,18-25,2019-09-24 18:58:00,25
1049482,Искусство,Полезные советы,18-25,2019-09-24 18:59:00,25
1049483,Искусство,Полезные советы,18-25,2019-09-24 19:00:00,6
1049484,Искусство,Полезные советы,26-30,2019-09-24 18:28:00,1
1049485,Искусство,Полезные советы,26-30,2019-09-24 18:30:00,2
1049486,Искусство,Полезные советы,26-30,2019-09-24 18:32:00,2
1049487,Искусство,Полезные советы,26-30,2019-09-24 18:33:00,1
1049488,Искусство,Полезные советы,26-30,2019-09-24 18:34:00,1
1049489,Искусство,Полезные советы,26-30,2019-09-24 18:53:00,1
1049490,Искусство,Полезные советы,26-30,2019-09-24 18:54:00,2
1049491,Искусство,Полезные советы,26-30,2019-09-24 18:55:00,9
1049492,Искусство,Полезные советы,26-30,2019-09-24 18:56:00,13
1049493,Искусство,Полезные советы,26-30,2019-09-24 18:57:00,10
1049494,Искусство,Полезные советы,26-30,2019-09-24 18:58:00,14
1049495,Искусство,Полезные советы,26-30,2019-09-24 18:59:00,10
1049496,Искусство,Полезные советы,26-30,2019-09-24 19:00:00,1
1049497,Искусство,Полезные советы,31-35,2019-09-24 18:29:00,2
1049498,Искусство,Полезные советы,31-35,2019-09-24 18:34:00,1
1049499,Искусство,Полезные советы,31-35,2019-09-24 18:54:00,4
1049500,Искусство,Полезные советы,31-35,2019-09-24 18:55:00,6
1049501,Искусство,Полезные советы,31-35,2019-09-24 18:56:00,8
1049502,Искусство,Полезные советы,31-35,2019-09-24 18:57:00,16
1049503,Искусство,Полезные советы,31-35,2019-09-24 18:58:00,9
1049504,Искусство,Полезные советы,31-35,2019-09-24 18:59:00,13
1049505,Искусство,Полезные советы,31-35,2019-09-24 19:00:00,6
1049506,Искусство,Полезные советы,36-40,2019-09-24 18:32:00,1
1049507,Искусство,Полезные советы,36-40,2019-09-24 18:33:00,1
1049508,Искусство,Полезные советы,36-40,2019-09-24 18:54:00,2
1049509,Искусство,Полезные советы,36-40,2019-09-24 18:55:00,5
1049510,Искусство,Полезные советы,36-40,2019-09-24 18:56:00,7
1049511,Искусство,Полезные советы,36-40,2019-09-24 18:57:00,8
1049512,Искусство,Полезные советы,36-40,2019-09-24 18:58:00,7
1049513,Искусство,Полезные советы,36-40,2019-09-24 18:59:00,17
1049514,Искусство,Полезные советы,36-40,2019-09-24 19:00:00,2
1049515,Искусство,Полезные советы,41-45,2019-09-24 18:30:00,1
1049516,Искусство,Полезные советы,41-45,2019-09-24 18:33:00,1
1049517,Искусство,Полезные советы,41-45,2019-09-24 18:53:00,1
1049518,Искусство,Полезные советы,41-45,2019-09-24 18:55:00,7
1049519,Искусство,Полезные советы,41-45,2019-09-24 18:56:00,5
1049520,Искусство,Полезные советы,41-45,2019-09-24 18:57:00,4
1049521,Искусство,Полезные советы,41-45,2019-09-24 18:58:00,6
1049522,Искусство,Полезные советы,41-45,2019-09-24 18:59:00,2
1049523,Искусство,Полезные советы,45+,2019-09-24 18:31:00,1
1049524,Искусство,Полезные советы,45+,2019-09-24 18:55:00,1
1049525,Искусство,Полезные советы,45+,2019-09-24 18:56:00,1
1049526,Искусство,Полезные советы,45+,2019-09-24 18:57:00,1
1049527,Искусство,Полезные советы,45+,2019-09-24 18:58:00,2
1049528,Искусство,Полезные советы,45+,2019-09-24 18:59:00,2
1049529,Искусство,Политика,18-25,2019-09-24 18:32:00,1
1049530,Искусство,Политика,18-25,2019-09-24 18:34:00,1
1049531,Искусство,Политика,18-25,2019-09-24 18:53:00,1
1049532,Искусство,Политика,18-25,2019-09-24 18:54:00,2
1049533,Искусство,Политика,18-25,2019-09-24 18:55:00,8
1049534,Искусство,Политика,18-25,2019-09-24 18:56:00,12
1049535,Искусство,Политика,18-25,2019-09-24 18:57:00,10
1049536,Искусство,Политика,18-25,2019-09-24 18:58:00,11
1049537,Искусство,Политика,18-25,2019-09-24 18:59:00,10
1049538,Искусство,Политика,18-25,2019-09-24 19:00:00,5
1049539,Искусство,Политика,26-30,2019-09-24 18:55:00,5
1049540,Искусство,Политика,26-30,2019-09-24 18:56:00,2
1049541,Искусство,Политика,26-30,2019-09-24 18:57:00,3
1049542,Искусство,Политика,26-30,2019-09-24 18:58:00,4
1049543,Искусство,Политика,26-30,2019-09-24 18:59:00,1
1049544,Искусство,Политика,26-30,2019-09-24 19:00:00,5
1049545,Искусство,Политика,31-35,2019-09-24 18:30:00,1
1049546,Искусство,Политика,31-35,2019-09-24 18:32:00,1
1049547,Искусство,Политика,31-35,2019-09-24 18:54:00,2
1049548,Искусство,Политика,31-35,2019-09-24 18:55:00,1
1049549,Искусство,Политика,31-35,2019-09-24 18:57:00,1
1049550,Искусство,Политика,31-35,2019-09-24 18:58:00,4
1049551,Искусство,Политика,31-35,2019-09-24 18:59:00,5
1049552,Искусство,Политика,36-40,2019-09-24 18:33:00,1
1049553,Искусство,Политика,36-40,2019-09-24 18:54:00,1
1049554,Искусство,Политика,36-40,2019-09-24 18:55:00,1
1049555,Искусство,Политика,36-40,2019-09-24 18:56:00,5
1049556,Искусство,Политика,36-40,2019-09-24 18:57:00,3
1049557,Искусство,Политика,36-40,2019-09-24 18:58:00,3
1049558,Искусство,Политика,36-40,2019-09-24 18:59:00,2
1049559,Искусство,Политика,41-45,2019-09-24 18:56:00,2
1049560,Искусство,Политика,41-45,2019-09-24 18:57:00,2
1049561,Искусство,Политика,41-45,2019-09-24 19:00:00,1
1049562,Искусство,Политика,45+,2019-09-24 18:54:00,1
1049563,Искусство,Политика,45+,2019-09-24 18:55:00,1
1049564,Искусство,Политика,45+,2019-09-24 18:59:00,2
1049565,Искусство,Психология,18-25,2019-09-24 18:29:00,1
1049566,Искусство,Психология,18-25,2019-09-24 18:55:00,3
1049567,Искусство,Психология,18-25,2019-09-24 18:56:00,4
1049568,Искусство,Психология,18-25,2019-09-24 18:57:00,8
1049569,Искусство,Психология,18-25,2019-09-24 18:58:00,8
1049570,Искусство,Психология,18-25,2019-09-24 18:59:00,10
1049571,Искусство,Психология,18-25,2019-09-24 19:00:00,4
1049572,Искусство,Психология,26-30,2019-09-24 18:29:00,1
1049573,Искусство,Психология,26-30,2019-09-24 18:30:00,1
1049574,Искусство,Психология,26-30,2019-09-24 18:53:00,1
1049575,Искусство,Психология,26-30,2019-09-24 18:54:00,1
1049576,Искусство,Психология,26-30,2019-09-24 18:55:00,2
1049577,Искусство,Психология,26-30,2019-09-24 18:56:00,3
1049578,Искусство,Психология,26-30,2019-09-24 18:57:00,4
1049579,Искусство,Психология,26-30,2019-09-24 18:58:00,4
1049580,Искусство,Психология,26-30,2019-09-24 18:59:00,4
1049581,Искусство,Психология,26-30,2019-09-24 19:00:00,2
1049582,Искусство,Психология,31-35,2019-09-24 18:31:00,1
1049583,Искусство,Психология,31-35,2019-09-24 18:53:00,1
1049584,Искусство,Психология,31-35,2019-09-24 18:55:00,1
1049585,Искусство,Психология,31-35,2019-09-24 18:56:00,1
1049586,Искусство,Психология,31-35,2019-09-24 18:57:00,2
1049587,Искусство,Психология,31-35,2019-09-24 18:58:00,5
1049588,Искусство,Психология,31-35,2019-09-24 18:59:00,2
1049589,Искусство,Психология,31-35,2019-09-24 19:00:00,2
1049590,Искусство,Психология,36-40,2019-09-24 18:56:00,2
1049591,Искусство,Психология,36-40,2019-09-24 18:57:00,5
1049592,Искусство,Психология,36-40,2019-09-24 18:58:00,2
1049593,Искусство,Психология,36-40,2019-09-24 18:59:00,2
1049594,Искусство,Психология,41-45,2019-09-24 18:32:00,1
1049595,Искусство,Психология,41-45,2019-09-24 18:55:00,1
1049596,Искусство,Психология,41-45,2019-09-24 18:58:00,1
1049597,Искусство,Психология,41-45,2019-09-24 18:59:00,3
1049598,Искусство,Психология,45+,2019-09-24 18:56:00,3
1049599,Искусство,Психология,45+,2019-09-24 18:59:00,2
1049600,Искусство,Путешествия,18-25,2019-09-24 18:28:00,1
1049601,Искусство,Путешествия,18-25,2019-09-24 18:29:00,3
1049602,Искусство,Путешествия,18-25,2019-09-24 18:30:00,2
1049603,Искусство,Путешествия,18-25,2019-09-24 18:31:00,3
1049604,Искусство,Путешествия,18-25,2019-09-24 18:32:00,3
1049605,Искусство,Путешествия,18-25,2019-09-24 18:33:00,3
1049606,Искусство,Путешествия,18-25,2019-09-24 18:52:00,1
1049607,Искусство,Путешествия,18-25,2019-09-24 18:53:00,1
1049608,Искусство,Путешествия,18-25,2019-09-24 18:54:00,17
1049609,Искусство,Путешествия,18-25,2019-09-24 18:55:00,34
1049610,Искусство,Путешествия,18-25,2019-09-24 18:56:00,56
1049611,Искусство,Путешествия,18-25,2019-09-24 18:57:00,49
1049612,Искусство,Путешествия,18-25,2019-09-24 18:58:00,63
1049613,Искусство,Путешествия,18-25,2019-09-24 18:59:00,63
1049614,Искусство,Путешествия,18-25,2019-09-24 19:00:00,18
1049615,Искусство,Путешествия,26-30,2019-09-24 18:29:00,3
1049616,Искусство,Путешествия,26-30,2019-09-24 18:31:00,1
1049617,Искусство,Путешествия,26-30,2019-09-24 18:32:00,1
1049618,Искусство,Путешествия,26-30,2019-09-24 18:33:00,1
1049619,Искусство,Путешествия,26-30,2019-09-24 18:34:00,1
1049620,Искусство,Путешествия,26-30,2019-09-24 18:53:00,2
1049621,Искусство,Путешествия,26-30,2019-09-24 18:54:00,6
1049622,Искусство,Путешествия,26-30,2019-09-24 18:55:00,12
1049623,Искусство,Путешествия,26-30,2019-09-24 18:56:00,26
1049624,Искусство,Путешествия,26-30,2019-09-24 18:57:00,29
1049625,Искусство,Путешествия,26-30,2019-09-24 18:58:00,22
1049626,Искусство,Путешествия,26-30,2019-09-24 18:59:00,19
1049627,Искусство,Путешествия,26-30,2019-09-24 19:00:00,5
1049628,Искусство,Путешествия,31-35,2019-09-24 18:31:00,2
1049629,Искусство,Путешествия,31-35,2019-09-24 18:34:00,1
1049630,Искусство,Путешествия,31-35,2019-09-24 18:54:00,4
1049631,Искусство,Путешествия,31-35,2019-09-24 18:55:00,13
1049632,Искусство,Путешествия,31-35,2019-09-24 18:56:00,17
1049633,Искусство,Путешествия,31-35,2019-09-24 18:57:00,24
1049634,Искусство,Путешествия,31-35,2019-09-24 18:58:00,23
1049635,Искусство,Путешествия,31-35,2019-09-24 18:59:00,11
1049636,Искусство,Путешествия,31-35,2019-09-24 19:00:00,11
1049637,Искусство,Путешествия,36-40,2019-09-24 18:32:00,1
1049638,Искусство,Путешествия,36-40,2019-09-24 18:53:00,1
1049639,Искусство,Путешествия,36-40,2019-09-24 18:54:00,1
1049640,Искусство,Путешествия,36-40,2019-09-24 18:55:00,11
1049641,Искусство,Путешествия,36-40,2019-09-24 18:56:00,14
1049642,Искусство,Путешествия,36-40,2019-09-24 18:57:00,12
1049643,Искусство,Путешествия,36-40,2019-09-24 18:58:00,13
1049644,Искусство,Путешествия,36-40,2019-09-24 18:59:00,11
1049645,Искусство,Путешествия,36-40,2019-09-24 19:00:00,3
1049646,Искусство,Путешествия,41-45,2019-09-24 18:28:00,1
1049647,Искусство,Путешествия,41-45,2019-09-24 18:53:00,1
1049648,Искусство,Путешествия,41-45,2019-09-24 18:54:00,1
1049649,Искусство,Путешествия,41-45,2019-09-24 18:55:00,1
1049650,Искусство,Путешествия,41-45,2019-09-24 18:56:00,4
1049651,Искусство,Путешествия,41-45,2019-09-24 18:57:00,6
1049652,Искусство,Путешествия,41-45,2019-09-24 18:58:00,10
1049653,Искусство,Путешествия,41-45,2019-09-24 18:59:00,5
1049654,Искусство,Путешествия,41-45,2019-09-24 19:00:00,3
1049655,Искусство,Путешествия,45+,2019-09-24 18:31:00,1
1049656,Искусство,Путешествия,45+,2019-09-24 18:53:00,1
1049657,Искусство,Путешествия,45+,2019-09-24 18:56:00,1
1049658,Искусство,Путешествия,45+,2019-09-24 18:57:00,7
1049659,Искусство,Путешествия,45+,2019-09-24 18:58:00,1
1049660,Искусство,Путешествия,45+,2019-09-24 18:59:00,1
1049661,Искусство,Путешествия,45+,2019-09-24 19:00:00,2
1049662,Искусство,Ремонт,18-25,2019-09-24 18:29:00,2
1049663,Искусство,Ремонт,18-25,2019-09-24 18:30:00,1
1049664,Искусство,Ремонт,18-25,2019-09-24 18:53:00,1
1049665,Искусство,Ремонт,18-25,2019-09-24 18:54:00,4
1049666,Искусство,Ремонт,18-25,2019-09-24 18:55:00,1
1049667,Искусство,Ремонт,18-25,2019-09-24 18:56:00,16
1049668,Искусство,Ремонт,18-25,2019-09-24 18:57:00,17
1049669,Искусство,Ремонт,18-25,2019-09-24 18:58:00,11
1049670,Искусство,Ремонт,18-25,2019-09-24 18:59:00,16
1049671,Искусство,Ремонт,18-25,2019-09-24 19:00:00,1
1049672,Искусство,Ремонт,26-30,2019-09-24 18:32:00,1
1049673,Искусство,Ремонт,26-30,2019-09-24 18:34:00,1
1049674,Искусство,Ремонт,26-30,2019-09-24 18:54:00,1
1049675,Искусство,Ремонт,26-30,2019-09-24 18:55:00,1
1049676,Искусство,Ремонт,26-30,2019-09-24 18:56:00,7
1049677,Искусство,Ремонт,26-30,2019-09-24 18:57:00,10
1049678,Искусство,Ремонт,26-30,2019-09-24 18:58:00,5
1049679,Искусство,Ремонт,26-30,2019-09-24 18:59:00,8
1049680,Искусство,Ремонт,26-30,2019-09-24 19:00:00,2
1049681,Искусство,Ремонт,31-35,2019-09-24 18:30:00,1
1049682,Искусство,Ремонт,31-35,2019-09-24 18:54:00,2
1049683,Искусство,Ремонт,31-35,2019-09-24 18:55:00,2
1049684,Искусство,Ремонт,31-35,2019-09-24 18:56:00,5
1049685,Искусство,Ремонт,31-35,2019-09-24 18:57:00,6
1049686,Искусство,Ремонт,31-35,2019-09-24 18:58:00,6
1049687,Искусство,Ремонт,31-35,2019-09-24 18:59:00,5
1049688,Искусство,Ремонт,31-35,2019-09-24 19:00:00,1
1049689,Искусство,Ремонт,36-40,2019-09-24 18:33:00,1
1049690,Искусство,Ремонт,36-40,2019-09-24 18:54:00,1
1049691,Искусство,Ремонт,36-40,2019-09-24 18:55:00,2
1049692,Искусство,Ремонт,36-40,2019-09-24 18:56:00,5
1049693,Искусство,Ремонт,36-40,2019-09-24 18:57:00,2
1049694,Искусство,Ремонт,36-40,2019-09-24 18:58:00,6
1049695,Искусство,Ремонт,36-40,2019-09-24 18:59:00,6
1049696,Искусство,Ремонт,41-45,2019-09-24 18:53:00,1
1049697,Искусство,Ремонт,41-45,2019-09-24 18:55:00,2
1049698,Искусство,Ремонт,41-45,2019-09-24 18:56:00,2
1049699,Искусство,Ремонт,41-45,2019-09-24 18:58:00,1
1049700,Искусство,Ремонт,41-45,2019-09-24 18:59:00,1
1049701,Искусство,Ремонт,41-45,2019-09-24 19:00:00,2
1049702,Искусство,Ремонт,45+,2019-09-24 18:54:00,1
1049703,Искусство,Ремонт,45+,2019-09-24 18:57:00,1
1049704,Искусство,Ремонт,45+,2019-09-24 18:58:00,2
1049705,Искусство,Ремонт,45+,2019-09-24 18:59:00,1
1049706,Искусство,Ремонт,45+,2019-09-24 19:00:00,1
1049707,Искусство,Россия,18-25,2019-09-24 18:29:00,3
1049708,Искусство,Россия,18-25,2019-09-24 18:30:00,1
1049709,Искусство,Россия,18-25,2019-09-24 18:31:00,3
1049710,Искусство,Россия,18-25,2019-09-24 18:32:00,2
1049711,Искусство,Россия,18-25,2019-09-24 18:33:00,3
1049712,Искусство,Россия,18-25,2019-09-24 18:52:00,1
1049713,Искусство,Россия,18-25,2019-09-24 18:53:00,1
1049714,Искусство,Россия,18-25,2019-09-24 18:54:00,13
1049715,Искусство,Россия,18-25,2019-09-24 18:55:00,26
1049716,Искусство,Россия,18-25,2019-09-24 18:56:00,43
1049717,Искусство,Россия,18-25,2019-09-24 18:57:00,54
1049718,Искусство,Россия,18-25,2019-09-24 18:58:00,48
1049719,Искусство,Россия,18-25,2019-09-24 18:59:00,32
1049720,Искусство,Россия,18-25,2019-09-24 19:00:00,8
1049721,Искусство,Россия,26-30,2019-09-24 18:28:00,2
1049722,Искусство,Россия,26-30,2019-09-24 18:30:00,2
1049723,Искусство,Россия,26-30,2019-09-24 18:31:00,3
1049724,Искусство,Россия,26-30,2019-09-24 18:32:00,1
1049725,Искусство,Россия,26-30,2019-09-24 18:33:00,1
1049726,Искусство,Россия,26-30,2019-09-24 18:52:00,1
1049727,Искусство,Россия,26-30,2019-09-24 18:54:00,12
1049728,Искусство,Россия,26-30,2019-09-24 18:55:00,16
1049729,Искусство,Россия,26-30,2019-09-24 18:56:00,15
1049730,Искусство,Россия,26-30,2019-09-24 18:57:00,20
1049731,Искусство,Россия,26-30,2019-09-24 18:58:00,28
1049732,Искусство,Россия,26-30,2019-09-24 18:59:00,23
1049733,Искусство,Россия,26-30,2019-09-24 19:00:00,13
1049734,Искусство,Россия,31-35,2019-09-24 18:30:00,2
1049735,Искусство,Россия,31-35,2019-09-24 18:31:00,3
1049736,Искусство,Россия,31-35,2019-09-24 18:33:00,1
1049737,Искусство,Россия,31-35,2019-09-24 18:53:00,2
1049738,Искусство,Россия,31-35,2019-09-24 18:54:00,3
1049739,Искусство,Россия,31-35,2019-09-24 18:55:00,9
1049740,Искусство,Россия,31-35,2019-09-24 18:56:00,15
